iterations,fitness,time taken,time since start,fitness array
281,31.1666666667,0.06,23.53596568107605,[31.166666666666668]
282,34.6666666667,0.07,23.62620711326599,[34.666666666666664]
283,31.3333333333,0.07,23.719454050064087,[31.333333333333332]
284,33.5,0.06,23.809192895889282,[33.5]
285,33.0,0.07,23.895923137664795,[33.0]
286,35.1666666667,0.06,23.98064875602722,[35.166666666666664]
287,32.1666666667,0.06,24.062888145446777,[32.166666666666664]
288,32.5,0.06,24.142600536346436,[32.5]
289,32.5,0.06,24.22481942176819,[32.5]
290,32.6666666667,0.07,24.31155014038086,[32.666666666666664]
291,34.8333333333,0.06,24.391763925552368,[34.833333333333336]
292,31.5,0.06,24.472479343414307,[31.5]
293,28.5,0.06,24.549684524536133,[28.5]
294,29.8333333333,0.06,24.629896879196167,[29.833333333333332]
295,27.3333333333,0.07,24.716126918792725,[27.333333333333332]
296,33.3333333333,0.06,24.800852298736572,[33.333333333333336]
297,30.8333333333,0.07,24.8900945186615,[30.833333333333332]
298,30.6666666667,0.06,24.970804452896118,[30.666666666666668]
299,30.0,0.06,25.056031227111816,[30.0]
300,28.3333333333,0.06,25.135241746902466,[28.333333333333332]
301,31.3333333333,0.06,25.215455055236816,[31.333333333333332]
302,34.1666666667,0.06,25.298176050186157,[34.166666666666664]
303,31.8333333333,0.06,25.38691234588623,[31.833333333333332]
304,27.6666666667,0.05,25.462111473083496,[27.666666666666668]
305,31.3333333333,0.06,25.54382872581482,[31.333333333333332]
306,31.3333333333,0.06,25.625547647476196,[31.333333333333332]
307,30.3333333333,0.06,25.71328043937683,[30.333333333333332]
308,31.0,0.07,25.81154179573059,[31.0]
309,27.5,0.07,25.90479040145874,[27.5]
310,30.5,0.07,26.003552436828613,[30.5]
311,33.8333333333,0.07,26.10131287574768,[33.833333333333336]
312,29.8333333333,0.08,26.21110510826111,[29.833333333333332]
313,26.8333333333,0.07,26.31237506866455,[26.833333333333332]
314,36.3333333333,0.07,26.401611804962158,[36.333333333333336]
315,31.5,0.06,26.490347862243652,[31.5]
316,30.6666666667,0.07,26.58259344100952,[30.666666666666668]
317,35.0,0.06,26.66531538963318,[35.0]
318,30.8333333333,0.06,26.7535502910614,[30.833333333333332]
319,30.8333333333,0.06,26.845293283462524,[30.833333333333332]
320,28.6666666667,0.06,26.93302583694458,[28.666666666666668]
321,30.3333333333,0.07,27.02727723121643,[30.333333333333332]
322,32.0,0.08,27.145090579986572,[32.0]
323,33.6666666667,0.11,27.281954765319824,[33.666666666666664]
324,33.0,0.1,27.48298954963684,[33.0]
325,34.5,0.06,27.56470775604248,[34.5]
326,30.1666666667,0.06,27.645923852920532,[30.166666666666668]
327,31.5,0.07,27.74167823791504,[31.5]
328,31.3333333333,0.05,27.82991933822632,[31.333333333333332]
329,32.1666666667,0.07,27.924166679382324,[32.166666666666664]
330,29.5,0.06,28.01490616798401,[29.5]
331,30.0,0.06,28.109657526016235,[30.0]
332,32.5,0.08,28.21694254875183,[32.5]
333,33.1666666667,0.07,28.3091881275177,[33.166666666666664]
334,31.6666666667,0.06,28.39090585708618,[31.666666666666668]
335,32.8333333333,0.06,28.474628448486328,[32.833333333333336]
336,31.5,0.06,28.549327850341797,[31.5]
337,33.0,0.06,28.62754225730896,[33.0]
338,33.6666666667,0.06,28.70574450492859,[33.666666666666664]
339,30.1666666667,0.06,28.80000638961792,[30.166666666666668]
340,34.6666666667,0.06,28.880208015441895,[34.666666666666664]
341,30.8333333333,0.06,28.96393132209778,[30.833333333333332]
342,31.3333333333,0.06,29.051665544509888,[31.333333333333332]
343,31.5,0.06,29.132378816604614,[31.5]
344,29.3333333333,0.06,29.22212028503418,[29.333333333333332]
345,32.0,0.06,29.30935001373291,[32.0]
346,29.0,0.05,29.380539178848267,[29.0]
347,33.1666666667,0.06,29.46325922012329,[33.166666666666664]
348,31.3333333333,0.06,29.544475317001343,[31.333333333333332]
349,32.1666666667,0.06,29.626193523406982,[32.166666666666664]
350,29.8333333333,0.11,29.756040811538696,[29.833333333333332]
351,30.8333333333,0.07,29.899420738220215,[30.833333333333332]
352,31.0,0.06,29.976624965667725,[31.0]
353,29.8333333333,0.07,30.06285524368286,[29.833333333333332]
354,32.8333333333,0.07,30.14958643913269,[32.833333333333336]
355,32.1666666667,0.07,30.244338750839233,[32.166666666666664]
356,27.6666666667,0.06,30.32505226135254,[27.666666666666668]
357,33.3333333333,0.05,30.403261184692383,[33.333333333333336]
358,34.6666666667,0.07,30.492498636245728,[34.666666666666664]
359,31.1666666667,0.05,30.566195487976074,[31.166666666666668]
360,30.0,0.05,30.635880947113037,[30.0]
361,28.5,0.06,30.7090744972229,[28.5]
362,33.5,0.06,30.78728413581848,[33.5]
363,32.0,0.05,30.869014024734497,[32.0]
364,29.8333333333,0.06,30.95121932029724,[29.833333333333332]
365,34.0,0.09,31.06151843070984,[34.0]
366,31.0,0.08,31.17982840538025,[31.0]
367,32.6666666667,0.07,31.28260064125061,[32.666666666666664]
368,29.6666666667,0.07,31.37935781478882,[29.666666666666668]
369,31.5,0.07,31.477620124816895,[31.5]
370,33.3333333333,0.07,31.564852714538574,[33.333333333333336]
371,33.5,0.07,31.65358853340149,[33.5]
372,29.3333333333,0.06,31.742324829101562,[29.333333333333332]
373,36.3333333333,0.06,31.836074352264404,[36.333333333333336]
374,31.8333333333,0.15,32.032596588134766,[31.833333333333332]
375,38.1666666667,0.07,32.144895792007446,[38.166666666666664]
376,31.5,0.06,32.22561025619507,[31.5]
377,30.1666666667,0.06,32.30732822418213,[30.166666666666668]
378,33.5,0.06,32.38804244995117,[33.5]
379,34.6666666667,0.05,32.464746952056885,[34.666666666666664]
380,30.6666666667,0.05,32.54596424102783,[30.666666666666668]
381,29.3333333333,0.06,32.63119125366211,[29.333333333333332]
382,30.1666666667,0.06,32.718923807144165,[30.166666666666668]
383,31.6666666667,0.06,32.81518268585205,[31.666666666666668]
384,30.8333333333,0.06,32.910433530807495,[30.833333333333332]
385,28.6666666667,0.06,33.004183292388916,[28.666666666666668]
386,29.0,0.07,33.111968994140625,[29.0]
387,30.5,0.06,33.20170831680298,[30.5]
388,28.5,0.05,33.28242349624634,[28.5]
389,31.6666666667,0.05,33.36414074897766,[31.666666666666668]
390,32.8333333333,0.06,33.453879594802856,[32.833333333333336]
391,32.0,0.05,33.535099029541016,[32.0]
392,32.6666666667,0.06,33.624833822250366,[32.666666666666664]
393,33.0,0.05,33.69953942298889,[33.0]
394,28.5,0.06,33.79328203201294,[28.5]
395,32.8333333333,0.06,33.873496294021606,[32.833333333333336]
396,29.6666666667,0.05,33.955716371536255,[29.666666666666668]
397,31.5,0.06,34.0359320640564,[31.5]
398,29.0,0.05,34.117143869400024,[29.0]
399,31.8333333333,0.06,34.2003653049469,[31.833333333333332]
400,31.0,0.06,34.28709864616394,[31.0]
401,28.1666666667,0.05,34.36630702018738,[28.166666666666668]
402,31.0,0.05,34.446537494659424,[31.0]
403,27.1666666667,0.16,34.655592918395996,[27.166666666666668]
404,32.5,0.08,34.78042793273926,[32.5]
405,28.8333333333,0.06,34.87116861343384,[28.833333333333332]
406,30.8333333333,0.07,34.96892833709717,[30.833333333333332]
407,31.6666666667,0.07,35.06518340110779,[31.666666666666668]
408,33.5,0.06,35.150930881500244,[33.5]
409,31.8333333333,0.07,35.24568295478821,[31.833333333333332]
410,30.6666666667,0.05,35.32840347290039,[30.666666666666668]
411,33.1666666667,0.05,35.411624908447266,[33.166666666666664]
412,32.0,0.05,35.495848655700684,[32.0]
413,33.3333333333,0.05,35.581578493118286,[33.333333333333336]
414,29.5,0.07,35.68284726142883,[29.5]
415,33.3333333333,0.07,35.7871253490448,[33.333333333333336]
416,31.3333333333,0.07,35.891401290893555,[31.333333333333332]
417,34.1666666667,0.08,35.99868679046631,[34.166666666666664]
418,30.5,0.07,36.09594655036926,[30.5]
419,29.0,0.05,36.1841824054718,[29.0]
420,31.0,0.06,36.28696656227112,[31.0]
421,33.3333333333,0.06,36.3832426071167,[33.333333333333336]
422,32.6666666667,0.07,36.48952579498291,[32.666666666666664]
423,28.1666666667,0.07,36.58828854560852,[28.166666666666668]
424,35.0,0.1,36.71764063835144,[35.0]
425,31.0,0.08,36.85650110244751,[31.0]
426,32.5,0.12,37.01342034339905,[32.5]
427,34.3333333333,0.06,37.12872552871704,[34.333333333333336]
428,30.5,0.05,37.2139527797699,[30.5]
429,30.0,0.06,37.30569648742676,[30.0]
430,30.6666666667,0.07,37.398947954177856,[30.666666666666668]
431,31.3333333333,0.06,37.49369692802429,[31.333333333333332]
432,32.0,0.06,37.586947441101074,[32.0]
433,32.3333333333,0.05,37.6726758480072,[32.333333333333336]
434,33.8333333333,0.06,37.77093529701233,[33.833333333333336]
435,33.1666666667,0.06,37.85716438293457,[33.166666666666664]
436,29.1666666667,0.06,37.94991087913513,[29.166666666666668]
437,32.8333333333,0.05,38.0301251411438,[32.833333333333336]
438,30.0,0.05,38.10883355140686,[30.0]
439,32.3333333333,0.05,38.19055128097534,[32.333333333333336]
440,32.1666666667,0.06,38.30825448036194,[32.166666666666664]
441,32.3333333333,0.06,38.41554045677185,[32.333333333333336]
442,31.5,0.11,38.57095646858215,[31.5]
443,31.1666666667,0.2,38.86638045310974,[31.166666666666668]
444,33.0,0.07,38.99923276901245,[33.0]
445,34.6666666667,0.12,39.19224834442139,[34.666666666666664]
446,29.6666666667,0.08,39.33011221885681,[29.666666666666668]
447,32.6666666667,0.05,39.42487144470215,[32.666666666666664]
448,28.6666666667,0.06,39.54017114639282,[28.666666666666668]
449,30.6666666667,0.06,39.64444875717163,[30.666666666666668]
450,30.0,0.06,39.766273975372314,[30.0]
451,29.3333333333,0.05,39.874560594558716,[29.333333333333332]
452,31.5,0.05,39.96631073951721,[31.5]
453,30.8333333333,0.06,40.052534341812134,[30.833333333333332]
454,30.8333333333,0.07,40.14879083633423,[30.833333333333332]
455,32.1666666667,0.06,40.23853015899658,[32.166666666666664]
456,29.8333333333,0.05,40.31423258781433,[29.833333333333332]
457,30.3333333333,0.05,40.395949840545654,[30.333333333333332]
458,31.8333333333,0.06,40.4876925945282,[31.833333333333332]
459,30.0,0.07,40.58946657180786,[30.0]
460,30.0,0.05,40.676193952560425,[30.0]
461,31.3333333333,0.06,40.762423276901245,[31.333333333333332]
462,35.5,0.05,40.84714889526367,[35.5]
463,29.3333333333,0.05,40.933881998062134,[29.333333333333332]
464,31.8333333333,0.05,41.01359176635742,[31.833333333333332]
465,32.6666666667,0.05,41.095810890197754,[32.666666666666664]
466,35.0,0.06,41.18103766441345,[35.0]
467,29.3333333333,0.06,41.27579045295715,[29.333333333333332]
468,34.5,0.05,41.35851073265076,[34.5]
469,32.8333333333,0.06,41.44423770904541,[32.833333333333336]
470,33.8333333333,0.06,41.53397727012634,[33.833333333333336]
